논문 기관명,실제 기관명,상위 기관명,국가,ROR ID,논문 수,근거,검토 필요
Fudan University,Fudan University,,China,013q1eq08,1,scopus+pdf,
"Department of Biomedical Engi- neering, College of Biomedical Engineering, Fudan Univer- sity, Shanghai 200433, China",Fudan University,,China,013q1eq08,1,scopus+pdf,
"College of Intelligent Robotics and Advanced Manufac- turing, Fudan University, Shanghai 200433, China",Fudan University,,China,013q1eq08,1,scopus+pdf,
"College of Future Information Technology, Fudan Univer- sity, Shanghai, China",Fudan University,,China,013q1eq08,1,scopus+pdf,
"College of Computer Science and Artificial Intelligence, Fu- dan University, Shanghai, China",Fudan University,,China,013q1eq08,1,scopus+pdf,
"AI3 Institute, Fudan University",Fudan University,,China,013q1eq08,1,scopus+pdf,
,Fudan University,,China,013q1eq08,1,scopus+pdf,
Fujian University of Technology,Fujian University of Technology,,China,03c8fdb16,1,scopus+pdf,
Future Earth,Future Earth,,Canada,04qbvap43,1,openalex,
"FutureHouse Inc., San Francisco, CA, USA",FutureHouse Inc.,,United States,,1,scopus+pdf,
Fuyang City People's Hospital,Fuyang City People's Hospital,,China,00p1jee13,1,openalex,
Fuzhou University,Fuzhou University,,China,011xvna82,1,scopus+pdf,
Fuzhou University,Fuzhou University,,China,011xvna82,1,pdf,
Fırat University,Fırat University,,Türkiye,05teb7b63,1,openalex,
"G.S. Science, Arts And Commerce College","G.S. Science, Arts And Commerce College",,India,04ayk8723,1,openalex,
GFZ Helmholtz Centre for Geosciences,GFZ Helmholtz Centre for Geosciences,Helmholtz Association of German Research Centres,Germany,04z8jg394,1,openalex,
GGD Amsterdam,GGD Amsterdam,Geneeskundige en Gezondheidsdienst,The Netherlands,04gbbq803,1,openalex,
"Department of Library and Information Centre, GM University, Davangere, Karnataka, India",GM University Davanagere Karnataka,,India,03tmbn325,1,scopus+pdf,
Gachon University,Gachon University,,South Korea,03ryywt80,1,openalex,
,Gainesville Obstetrics & Gynecology,,United States,04e7afm38,1,scopus+pdf,
Galaxea AI,Galaxea AI,,China,,1,scopus+pdf,
,"Galaxies, Etoiles, Physique et Instrumentation",French National Centre for Scientific Research,France,01920cw75,1,openalex,
Galbot,Galbot,,China,,1,pdf,
Galbot Inc,Galbot,,China,,1,scopus+pdf,
,Galbot,,China,,1,scopus+pdf,
Galbot Inc,Galbot,,China,,1,scopus+pdf,
Galbot,Galbot,,China,,1,scopus+pdf,
"Gatsby Computational Neuroscience Unit, University College London",Gatsby Computational Neuroscience Unit,University of London,United Kingdom,0269epf40,1,scopus+pdf,
Genentech Tommaso Biancalani∗ Genentech,Genentech,Roche (Switzerland),United States,04gndp242,1,scopus+pdf,
"Department of Structural Biology, Genentech Research and Early Development, South San Francisco, California, 94080, USA",Genentech,Roche (Switzerland),United States,04gndp242,1,scopus+pdf,
"Genentech, United States",Genentech,Roche (Switzerland),United States,04gndp242,1,scopus+pdf,
,Genentech,Roche (Switzerland),United States,04gndp242,1,scopus+pdf,
Genentech,Genentech,Roche (Switzerland),United States,04gndp242,1,scopus+pdf,
Genentech Inc,Genentech,Roche (Switzerland),United States,04gndp242,1,scopus+pdf,
Genentech,Genentech,Roche (Switzerland),United States,04gndp242,1,scopus+pdf,
,Genentech,Roche (Switzerland),United States,04gndp242,1,scopus+pdf,
Genentech,Genentech,Roche (Switzerland),United States,04gndp242,1,scopus+pdf,
,Genentech,Roche (Switzerland),United States,04gndp242,1,scopus+pdf,
"Prescient Design, Genentech",Genentech,Roche (Switzerland),United States,04gndp242,1,scopus+pdf,
"Prescient Design, Genentech",Genentech,Roche (Switzerland),United States,04gndp242,1,scopus+pdf,
,General Electric (United States),,United States,013msgt25,1,openalex,
General Hospital of People's Liberation Army,General Hospital of People's Liberation Army,,China,,1,scopus-unconfirmed,
Genesis Medical Center,Genesis Medical Center,,United States,04bm03037,1,openalex,
Genesis Research Institute,Genesis Research Institute,,Japan,04kytbz16,1,openalex,
Genetic Technologies (Australia),Genetic Technologies (Australia),,Australia,05j4ckm72,1,openalex,
Genomic Health (United States),Genomic Health (United States),,United States,05njgh475,1,openalex,
Genomics Institute of the Novartis Research Foundation,Genomics Institute of the Novartis Research Foundation,Novartis (Switzerland),United States,017136v53,1,openalex,
"Genomics Research Center, Academia Sinica","Genomics Research Center, Academia Sinica",Academia Sinica,Taiwan,002mmyt85,1,openalex,
"George Mason University, USA",George Mason University,,United States,02jqj7156,1,scopus+pdf,
"UC Berkeley 2Stanford 3New York University, 4George Washington University",George Washington University,,United States,00y4zzh67,1,scopus+pdf,
George Washington University,George Washington University,,United States,00y4zzh67,1,scopus+pdf,
"George Washington University, Washington, DC, USA",George Washington University,,United States,00y4zzh67,1,scopus+pdf,
McDonough School of Business,Georgetown University,,United States,05vzafd60,1,scopus-unconfirmed,
Georgia Gwinnett College,Georgia Gwinnett College,,United States,05vkmhj10,1,scopus+pdf,
"Georgia Institute of Technology, USA",Georgia Institute of Technology,,United States,01zkghx44,1,scopus+pdf,
"Georgia Institute of Technology, Atlanta, GA",Georgia Institute of Technology,,United States,01zkghx44,1,scopus+pdf,
"Georgia Institute of Technology GREG TURK, Georgia Institute of Technology C.KAREN LIU, Georgia Institute of Technology",Georgia Institute of Technology,,United States,01zkghx44,1,scopus+pdf,
Emory University1 Georgia Institute of Technology2 University of Illinois Urbana-Champaign3,Georgia Institute of Technology,,United States,01zkghx44,1,scopus+pdf,
"College of Computing, Georgia Institute of Technology, Atlanta 30332, USA",Georgia Institute of Technology,,United States,01zkghx44,1,scopus+pdf,
Georgia Institute of Technology,Georgia Institute of Technology,,United States,01zkghx44,1,scopus+pdf,
"Scheller College of Business, Georgia Institute of Technology, Atlanta, GA, USA",Georgia Institute of Technology,,United States,01zkghx44,1,scopus+pdf,
"School of Electrical and Computer Engineering, Georgia Institute of Technology",Georgia Institute of Technology,,United States,01zkghx44,1,scopus+pdf,
Georgia Institute of Technology,Georgia Institute of Technology,,United States,01zkghx44,1,scopus+pdf,
"School of Electrical and Computer Engineering, Georgia Institute of Technology, Atlanta, 30332, Georgia, USA",Georgia Institute of Technology,,United States,01zkghx44,1,scopus+pdf,
"School of Computer Science, College of Computing, Geor- gia Institute of Technology, Atlanta, GA, USA",Georgia Institute of Technology,,United States,01zkghx44,1,scopus+pdf,
"Department of Computational Science and Engineering, Georgia Institute of Technology, Atlanta, GA, USA",Georgia Institute of Technology,,United States,01zkghx44,1,scopus+pdf,
"School of Electrical and Computer Engineering, Georgia Institute of Technology, Geor- gia, Unites States",Georgia Institute of Technology,,United States,01zkghx44,1,scopus+pdf,
"Kyriakos G. Vamvoudakis is with the School of Aerospace Engineer- ing, Georgia Institute of Technology, Atlanta, GA 30332, United States",Georgia Institute of Technology,,United States,01zkghx44,1,scopus+pdf,
Georgia Institute of Technology,Georgia Institute of Technology,,United States,01zkghx44,1,scopus+pdf,
Georgia Institute of Technology,Georgia Institute of Technology,,United States,01zkghx44,1,scopus+pdf,
"School of Electrical and Computer Engineering, Georgia In- stitute of Technology, Atltanta, GA",Georgia Institute of Technology,,United States,01zkghx44,1,scopus+pdf,
"School of Computer Science, Georgia Institute of Tech- nology, Atlanta, GA, USA",Georgia Institute of Technology,,United States,01zkghx44,1,scopus+pdf,
"School of Computational Science and Engineering, Georgia Institute of Technology, Atlanta, GA, USA",Georgia Institute of Technology,,United States,01zkghx44,1,scopus+pdf,
"School of Chemical and Biomolecu- lar Engineering, Georgia Institute of Technology, Atlanta, GA, USA",Georgia Institute of Technology,,United States,01zkghx44,1,scopus+pdf,
"ML@GT, Georgia Institute of Technology, Atlanta, Geor- gia",Georgia Institute of Technology,,United States,01zkghx44,1,scopus+pdf,
"Georgia Institute of Technology, 2University of California, Los Angeles, 3William & Mary 1{yjin328,ywang3420}@gatech.edu .edu",Georgia Institute of Technology,,United States,01zkghx44,1,scopus+pdf,
"Department of Electrical and Computer Engineering, Georgia Institute of Technology, Atlanta, USA",Georgia Institute of Technology,,United States,01zkghx44,1,scopus+pdf,
"Department of Electrical and Computer Engineering Georgia Institute of Technology Atlanta, GA, USA {dsaeedi3,amiralia}@gatech.edu",Georgia Institute of Technology,,United States,01zkghx44,1,scopus+pdf,
"College of Computing, Georgia Institute of Technol- ogy, Atlanta, GA, USA",Georgia Institute of Technology,,United States,01zkghx44,1,scopus+pdf,
Georgia Southern University United States 19,Georgia Southern University,,United States,04agmb972,1,pdf,
"Georgia State University, At- lanta, GA, USA",Georgia State University,,United States,03qt6ba18,1,scopus+pdf,
,Georgia Tech,Georgia Institute of Technology,Georgia,,1,scopus+pdf,국가 불일치
Georgia Tech,Georgia Tech,Georgia Institute of Technology,Georgia,,1,scopus+pdf,
Georgia Tech Research Institute,Georgia Tech Research Institute,Georgia Institute of Technology,United States,04qfrh333,1,scopus+pdf,
"Learning, Georgia Washington University, Washington DC, USA",Georgia Washington University,,United States,,1,scopus+pdf,
Geriatric Research Education and Clinical Center,Geriatric Research Education and Clinical Center,,United States,01nh3sx96,1,openalex,
German Cancer Research Center,German Cancer Research Center,Helmholtz Association of German Research Centres,Germany,04cdgtt98,1,openalex,
"Division of Tumorigenesis and Molecular Cancer Prevention, German Cancer Research Center (DKFZ), Heidelberg, Germany",German Cancer Research Center,Helmholtz Association of German Research Centres,Germany,04cdgtt98,1,scopus+pdf,
"German Cancer Research Center (DKFZ), Hei- delberg, Germany",German Cancer Research Center,Helmholtz Association of German Research Centres,Germany,04cdgtt98,1,scopus+pdf,
German Center for Neurodegenerative Diseases (DZNE),German Center for Neurodegenerative Diseases,Helmholtz Association of German Research Centres,Germany,043j0f473,1,scopus+pdf,
"Systems Medicine, German Center for Neurodegenerative Dis- eases, Bonn, Germany",German Center for Neurodegenerative Diseases,Helmholtz Association of German Research Centres,Germany,043j0f473,1,scopus+pdf,
German Centre for Integrative Biodiversity Research (iDiv) Halle-Jena-Leipzig,German Centre,,Germany,,1,scopus+pdf,
German Centre for Higher Education Research and Science Studies (DZHW),German Centre for Higher Education Research and Science Studies,,Germany,01n8j6z65,1,scopus-unconfirmed,
"Sino-German College of Intelligent Manufacturing, Shenzhen Technology",German College,,,,1,pdf,
"German Research Center for Artificial Intelligence (DFKI), Saarbr¨ucken, Germany",German Research Center for Artificial Intelligence (DFKI),,Germany,,1,scopus+pdf,
"Data Science and its Applications, German Research Cen- tre for Artificial Intelligence (DFKI), Germany",German Research Centre for Artificial Intelligence,,Germany,01ayc5b57,1,scopus+pdf,
German Sport University Cologne Germany 26,German Sport University,,Germany,,1,pdf,
"Department of Data Analysis and Mathematical Modeling, Ghent University, Coupure Links 653, Ghent, 9000, Belgium",Ghent University,,Belgium,00cv9y106,1,scopus+pdf,
Ghent University,Ghent University,,Belgium,00cv9y106,1,scopus+pdf,
"Ghent University, Ghent, Belgium",Ghent University,,Belgium,00cv9y106,1,scopus+pdf,
Ghent University Global Campus,Ghent University Global Campus,Ghent University,South Korea,041bygf77,1,openalex,
Ghent University Hospital,Ghent University Hospital,,Belgium,00xmkp704,1,openalex,
"Ginkgo Bioworks, Inc. (United States)","Ginkgo Bioworks, Inc. (United States)",,United States,0311zp875,1,openalex,
Gladstone Institute of Cardiovascular Disease,Gladstone Institute of Cardiovascular Disease,,United States,,1,scopus+pdf,
Gladstone Institutes,Gladstone Institutes,,United States,038321296,1,scopus-unconfirmed,
Global College,Global College,,Cyprus,00q24dt49,1,openalex,
Global Health Drug Discovery Institute,Global Health Drug Discovery Institute,,China,01c3z9v97,1,scopus+pdf,
Global University,Global University,,Lebanon,04frhb927,1,openalex,
Goddard Space Flight Center,Goddard Space Flight Center,National Aeronautics and Space Administration,United States,0171mag52,1,openalex,
"NASA Goddard Space Flight Center, Greenbelt, MD, USA",Goddard Space Flight Center,National Aeronautics and Space Administration,United States,0171mag52,1,scopus+pdf,
"Department of Computer Science, Goethe University, Frank- furt am Main, Germany",Goethe University,,Germany,,1,scopus+pdf,
"Goethe University Frankfurt, Germany",Goethe University Frankfurt,,Germany,04cvxnb49,1,scopus+pdf,
Goizueta Business School,Goizueta Business School,,United States,,1,scopus+pdf,
"Golden Gate University, USA",Golden Gate University,,United States,01wj7vt66,1,scopus+pdf,
"Goldsmiths, University of London",Goldsmiths University of London,University of London,United Kingdom,01khx4a30,1,scopus+pdf,
"Google LLC, Asia Pacific",Google (Singapore),Google (United States),Singapore,03weg0b71,1,scopus+pdf,
Google Switzerland GmbH,Google (Switzerland),Google (United States),Switzerland,014f9c269,1,scopus+pdf,
Google (Switzerland),Google (Switzerland),Google (United States),Switzerland,014f9c269,1,openalex,
"Google, Switzerland",Google (Switzerland),Google (United States),Switzerland,014f9c269,1,scopus+pdf,
,Google (United States),,United States,00njsd438,1,scopus+pdf,
,Google (United States),,United States,00njsd438,1,scopus+pdf,
,Google (United States),,United States,00njsd438,1,scopus+pdf,
"{jinsungyoon,soarik}@google.com",Google (United States),,United States,00njsd438,1,scopus+pdf,
,Google (United States),,United States,00njsd438,1,scopus+pdf,
,Google (United States),,United States,00njsd438,1,scopus+pdf,
,Google (United States),,United States,00njsd438,1,scopus+pdf,
,Google (United States),,United States,00njsd438,1,scopus+pdf,
"sherryy@{berkeley.edu, google.com}",Google (United States),,United States,00njsd438,1,scopus+pdf,
"outperforms its variant without spatial guidance by +14.6% on SimplerEnv Google Robot, +17% on WidowX",Google (United States),,United States,00njsd438,1,pdf,
"{xinyunchen, dennyzhou}@google.com",Google (United States),,United States,00njsd438,1,scopus+pdf,
,Google (United States),,United States,00njsd438,1,scopus+pdf,
,Google (United States),,United States,00njsd438,1,scopus+pdf,
,Google (United States),,United States,00njsd438,1,scopus+pdf,
"Robotics at Google, †Everyday Robots, ‡Google Research, Brain Team",Google (United States),,United States,00njsd438,1,pdf,
"Google, or as a novelty for drumming up ideas",Google (United States),,United States,00njsd438,1,pdf,
Google Robot Match,Google (United States),,United States,00njsd438,1,scopus+pdf,
Google Research,Google (United States),,United States,00njsd438,1,pdf,
"Google DeepMind, 2Duke University, 3Columbia University, 4Google Research, 5Texas A&M University",Google (United States),,United States,00njsd438,1,scopus+pdf,
Google AI Language,Google (United States),,United States,00njsd438,1,scopus+pdf,
,Google (United States),,United States,00njsd438,1,pdf,
@google.com,Google (United States),,United States,00njsd438,1,scopus+pdf,
,Google (United States),,United States,00njsd438,1,pdf,
,Google (United States),,United States,00njsd438,1,scopus+pdf,
"Google Research, Brain Team",Google (United States),,United States,00njsd438,1,scopus+pdf,
,Google (United States),,United States,00njsd438,1,pdf,
"Google Research, USA",Google (United States),,United States,00njsd438,1,scopus+pdf,
Google Research,Google (United States),,United States,00njsd438,1,scopus+pdf,
Google Deep- Mind,Google (United States),,United States,00njsd438,1,scopus+pdf,
Google,Google (United States),,United States,00njsd438,1,scopus+pdf,
,Google (United States),,United States,00njsd438,1,scopus+pdf,
,Google (United States),,United States,00njsd438,1,scopus+pdf,
,Google (United States),,United States,00njsd438,1,pdf,
Google Inc,Google (United States),,United States,00njsd438,1,scopus+pdf,
,Google (United States),,United States,00njsd438,1,pdf,
,Google (United States),,United States,00njsd438,1,pdf,
"Google Health, Seattle, United States",Google (United States),,United States,00njsd438,1,scopus+pdf,
D GS Google Earth OpenFly 100K Trajectories 15,Google (United States),,United States,00njsd438,1,scopus+pdf,
"B-IT (Google, 2026) (",Google (United States),,United States,00njsd438,1,scopus+pdf,
"Google, USA",Google (United States),,United States,00njsd438,1,scopus+pdf,
,Google (United States),,United States,00njsd438,1,scopus+pdf,
Google Scholar,Google (United States),,United States,00njsd438,1,pdf,
Google Research. Correspon- dence to: Yuzhe Yang,Google (United States),,United States,00njsd438,1,scopus+pdf,
Google Research Project website,Google (United States),,United States,00njsd438,1,scopus+pdf,
Google Cloud AI Research,Google (United States),,United States,00njsd438,1,scopus+pdf,
,Google (United States),,United States,00njsd438,1,scopus+pdf,
,Google (United States),,United States,00njsd438,1,scopus+pdf,
Google Brain,Google (United States),,United States,00njsd438,1,pdf,
"Citation data is based on Google Scholar, using the",Google (United States),,United States,00njsd438,1,scopus+pdf,
Google earth engine: Planetary-scale geospatial analysis for everyone. Remote Sensing of Environment. 202: 18-27,Google (United States),,United States,00njsd438,1,pdf,
Google and,Google (United States),,United States,00njsd438,1,scopus+pdf,
,Google (United States),,United States,00njsd438,1,scopus+pdf,
Google Research,Google (United States),,United States,00njsd438,1,scopus+pdf,
,Google (United States),,United States,00njsd438,1,scopus+pdf,
,Google (United States),,United States,00njsd438,1,scopus+pdf,
,Google (United States),,United States,00njsd438,1,pdf,
,Google (United States),,United States,00njsd438,1,pdf,
♡Google DeepMind,Google DeepMind,Google (United States),United Kingdom,00971b260,1,pdf,
performed while at Google DeepMind,Google DeepMind,Google (United States),United Kingdom,00971b260,1,scopus+pdf,
"The Hong Kong Polytechnic University, 19Google DeepMind, 20Canada CIFAR AI Chair",Google DeepMind,Google (United States),United Kingdom,00971b260,1,scopus+pdf,
"Stanford University, 2DeepMind, 3University of California Berkeley",Google DeepMind,Google (United States),United Kingdom,00971b260,1,scopus+pdf,
,Google DeepMind,Google (United States),United Kingdom,00971b260,1,scopus+pdf,
Project leads. †Mathematicians. Work conducted under Google DeepMind,Google DeepMind,Google (United States),United Kingdom,00971b260,1,pdf,
,Google DeepMind,Google (United States),United Kingdom,00971b260,1,scopus+pdf,
Google Research and Google DeepMind,Google DeepMind,Google (United States),United Kingdom,00971b260,1,pdf,
Google Deepmind,Google DeepMind,Google (United States),United Kingdom,00971b260,1,pdf,
"Google DeepMind. Authors listed in alphabetical order, with contributions listed in Appendix A",Google DeepMind,Google (United States),United Kingdom,00971b260,1,pdf,
,Google DeepMind,Google (United States),United Kingdom,00971b260,1,pdf,
"Google DeepMind, 2University of Waterloo (work conducted while at Google DeepMind), 3Australian National University",Google DeepMind,Google (United States),United Kingdom,00971b260,1,scopus+pdf,
"Google DeepMind, 2Stanford University",Google DeepMind,Google (United States),United Kingdom,00971b260,1,scopus+pdf,
,Google DeepMind,Google (United States),United Kingdom,00971b260,1,scopus+pdf,
All authors are affiliated with Google DeepMind,Google DeepMind,Google (United States),United Kingdom,00971b260,1,pdf,
,Google DeepMind,Google (United States),United Kingdom,00971b260,1,scopus+pdf,
,Google DeepMind,Google (United States),United Kingdom,00971b260,1,scopus+pdf,
Google DeepMind,Google DeepMind,Google (United States),United Kingdom,00971b260,1,scopus+pdf,
"Google DeepMind, USA & UK",Google DeepMind,Google (United States),United Kingdom,00971b260,1,scopus+pdf,
Google Deepmind,Google DeepMind,Google (United States),United Kingdom,00971b260,1,scopus+pdf,
Google DeepMind (,Google DeepMind,Google (United States),United Kingdom,00971b260,1,scopus+pdf,
Google DeepMind,Google DeepMind,Google (United States),United Kingdom,00971b260,1,scopus+pdf,
,Google DeepMind,Google (United States),United Kingdom,00971b260,1,scopus+pdf,
"Flash (Google DeepMind, 2025c) and Gemini 3",Google DeepMind,Google (United States),United Kingdom,00971b260,1,pdf,
,Google DeepMind,Google (United States),United Kingdom,00971b260,1,scopus+pdf,
Google Deepmind,Google DeepMind,Google (United States),United Kingdom,00971b260,1,scopus+pdf,
Google DeepMind 1,Google DeepMind,Google (United States),United Kingdom,00971b260,1,scopus+pdf,
Google DeepMind,Google DeepMind,Google (United States),United Kingdom,00971b260,1,scopus+pdf,
Google DeepMind,Google DeepMind,Google (United States),United Kingdom,00971b260,1,scopus+pdf,
Google DeepMind,Google DeepMind,Google (United States),United Kingdom,00971b260,1,scopus+pdf,
"Pro (Google DeepMind, 2026) via gemini-cli yielded unreasonable results over multiple parallel tries. We had more success with GPT-5",Google DeepMind,Google (United States),United Kingdom,00971b260,1,pdf,
"Government Medical College, Amritsar","Government Medical College, Amritsar",,India,046bk9643,1,openalex,
Grammar School,Grammar School,,Slovakia,053g7ab72,1,openalex,
"Gran Sasso Science Institute, L’Aquila, Italy",Gran Sasso Science Institute,National Institute for Nuclear Physics,Italy,043qcb444,1,scopus+pdf,
Grand Rapids Community College,Grand Rapids Community College,,United States,02ff40f54,1,openalex,
"Grande Valley. 1201 W University Dr, Edinburg, TX 78539, USA",Grande Valley. W University,,United States,,1,scopus+pdf,
Graz University of Technology,Graz University of Technology,,Austria,00d7xrm67,1,openalex,
"Institute of Information Security, Graz University of Tech- nology",Graz University of Technology,,Austria,00d7xrm67,1,scopus+pdf,
"School of Advanced Engineering, Great Bay University, Dongguan, Guangdong, China",Great Bay University,,China,01hdgge16,1,scopus+pdf,
Green Circle,Green Circle,,Czechia,028pb7349,1,openalex,
GreenDynamics,GreenDynamics,,Australia,,1,scopus+pdf,
"GreenDynamics Pty. Ltd, Kensington, NSW, Australia",GreenDynamics,,Australia,,1,scopus+pdf,
Université Grenoble Alpes,Grenoble Alpes University,,France,02rx3b187,1,scopus+pdf,
Griffith University,Griffith University,,Australia,02sc3r913,1,openalex,
"School of Information and Communication Technology, Griffith University",Griffith University,,Australia,02sc3r913,1,scopus+pdf,
"School of Information and Communication Tech- nology, Griffith University",Griffith University,,Australia,02sc3r913,1,scopus+pdf,
"School of Information and Communication Technology, Griffith University, Southport, Queensland, 5612, Australia",Griffith University,,Australia,02sc3r913,1,scopus+pdf,
"School of Information and Communication Technology, Griffith University, Brisbane, Australia",Griffith University,,Australia,02sc3r913,1,scopus+pdf,
"Griffith University, Brisbane, Australia",Griffith University,,Australia,02sc3r913,1,scopus+pdf,
"Griffith University, Gold Coast, Aus- tralia",Griffith University,,Australia,02sc3r913,1,scopus+pdf,
"Griffith University, Gold Coast, Australia",Griffith University,,Australia,02sc3r913,1,scopus+pdf,
"Griffith University, Australia",Griffith University,,Australia,02sc3r913,1,scopus+pdf,
Group for Research in Decision Analysis,Group for Research in Decision Analysis,,Canada,02pkvpx84,1,openalex,
"Guangdong Cardiovascular Institute, Guangdong Provincial People's Hospital, Guangdong Academy of Medical Sciences, Guangzhou, Guangdong, China",Guangdong Academy of Medical Sciences,,China,0432p8t34,1,scopus+pdf,
Guangdong Laboratory of Artificial Intelligence and Digital Economy (SZ),Guangdong Laboratory of Artificial Intelligence and Digital Economy (Shenzhen),,China,040g1y854,1,scopus+pdf,
Guangdong Ocean University,Guangdong Ocean University,,China,0462wa640,1,openalex,
"Department of Mechatronic Engineering, Guangdong Polytechnic Normal University, Guangdong, China",Guangdong Polytechnic Normal University,,China,02pcb5m77,1,scopus+pdf,
Guangdong Provincial Key Laboratory of Novel Security Intelligence Technologies,Guangdong Provincial Key Laboratory of Novel Security Intelligence Technologies,,China,,1,scopus+pdf,
Guangdong Provincial Key Laboratory of South China Structural Heart Disease,Guangdong Provincial Key Laboratory of South China Structural Heart Disease,,China,,1,scopus+pdf,
"Guangdong University of Technology, Guangzhou, China",Guangdong University of Technology,,China,04azbjn80,1,scopus+pdf,
"School of Computer Science and Technol- ogy, Guangdong University of Technology, Guangzhou, China",Guangdong University of Technology,,China,04azbjn80,1,scopus+pdf,
"Electronic science and technology, Guangdong University of Technol- ogy, Guangzhou, China",Guangdong University of Technology,,China,04azbjn80,1,scopus+pdf,
Guangdong-Hongkong-Macau Joint Laboratory of Collaborative Innovation for Environmental Quality,Guangdong-Hongkong-Macau Joint Laboratory of Collaborative Innovation for Environmental Quality,,China,02gwsx029,1,openalex,
Guangzhou Electronic Technology (China),Guangzhou Electronic Technology (China),,China,03rq35s79,1,openalex,
Guangzhou Experimental Station,Guangzhou Experimental Station,Chinese Academy of Tropical Agricultural Sciences,China,00f2c2516,1,openalex,
"aSchool of Computer Science and Engineering, Guangzhou Institute of Science and Technology, Guangzhou, China",Guangzhou Institute of Science and Technology,,China,02e9whs18,1,scopus+pdf,
Guangzhou Institutes of Biomedicine and Health,Guangzhou Institutes of Biomedicine and Health,Chinese Academy of Sciences,China,02c31t502,1,openalex,
Guangzhou Lab,Guangzhou Lab,,China,,1,scopus+pdf,
Guangzhou Women and Children Medical Center,Guangzhou Women and Children Medical Center,,China,01g53at17,1,openalex,
Guiyang Medical University,Guiyang Medical University,,China,035y7a716,1,openalex,
,Guiyang Medical University,,China,035y7a716,1,scopus+pdf,
"School of Data Science and Information Engineer- ing, Guizhou Minzu University, Guizhou, China",Guizhou Minzu University,,China,00qm4t918,1,scopus+pdf,
"bSchool of Economics and Management, Guizhou Normal University, Guiyang, China",Guizhou Normal University,,China,02x1pa065,1,scopus+pdf,
Guizhou University,Guizhou University,,China,02wmsc916,1,scopus+pdf,
Guizhou University of Finance and Economics,Guizhou University of Finance and Economics,,China,02sw6yz40,1,scopus+pdf,
"Centre, Gujarat University, Ahmedabad, India",Gujarat University,,India,017f2w007,1,scopus+pdf,
Gulf University,Gulf University,,Serbia,01dfpjy51,1,scopus+pdf,
Université Gustave Eiffel,Gustave Eiffel University,,France,03x42jk29,1,scopus+pdf,
Gustave Eiffel University,Gustave Eiffel University,,France,03x42jk29,1,openalex,
"£ Department of MCS, Gustavus Adolphus College",Gustavus Adolphus College,,United States,007q4yk54,1,scopus+pdf,
Guthrie,Guthrie,,United States,,1,scopus+pdf,
"Department of Internal Medicine, Guthrie Robert Packer Hospital, Sayre, PA 18840, USA",Guthrie Robert Packer Hospital,,United States,0068v6128,1,scopus+pdf,
"Department of R&D, Suite 1104, Gwanggyo Business Center, 156 Gwanggyo-ro, Yeongtong",Gwanggyo Business Center,,South Korea,,1,scopus+pdf,
"F, Gwanggyo Business Center, 156 Gwanggyo- ro, Yeongtong-gu, Suwon-si, Gyeonggi-do, Republic of Korea",Gwanggyo Business Center,,South Korea,,1,scopus+pdf,
Gwangju Institute of Science and Technology (GIST),Gwangju Institute of Science and Technology,,South Korea,024kbgz78,1,scopus+pdf,
Gwangju Institute of Science and Technology,Gwangju Institute of Science and Technology,,South Korea,024kbgz78,1,openalex,
Göteborgs Stads,Göteborgs Stads,,Sweden,03nd75281,1,openalex,
Gümüşhane University,Gümüşhane University,,Türkiye,00r9t7n55,1,openalex,
,H 195 195 +++ ✗ MIT [18] M ∼0.28 5 24 - P 72 144 + ✗ Unitree G1 [19] M ∼0.3 6 35,,,,1,scopus+pdf,
"ServiceNow Research, Mila - Quebec AI Institute, HEC Montreal",HEC Montréal,University of Montreal,Canada,05ww3wq27,1,scopus+pdf,
"ServiceNow Research, 2Mila - Quebec AI Institute, 3HEC Montreal, Canada",HEC Montréal,University of Montreal,Canada,05ww3wq27,1,scopus+pdf,
HEC Montréal,HEC Montréal,University of Montreal,Canada,05ww3wq27,1,scopus+pdf,
HES-SO University of Applied Sciences and Arts Western Switzerland,HES-SO University of Applied Sciences and Arts Western Switzerland,,Switzerland,01xkakk17,1,openalex,
,HKU,,China,,1,scopus+pdf,
"HSE University, Moscow, Russia",HSE University,,Russia,,1,scopus+pdf,
"Faculty of Mathematics, HSE University, Moscow, Rus- sia",HSE University,,Russia,,1,scopus+pdf,
"HSE University, Moscow, Russia",HSE University,,Russia,,1,scopus+pdf,
HUN-REN Research Centre for Natural Sciences,HUN-REN Research Centre for Natural Sciences,Hungarian Research Network,Hungary,03zwxja46,1,openalex,
Habib University,Habib University,,Pakistan,030p2g996,1,openalex,
Hainan Medical University,Hainan Medical University,,China,004eeze55,1,scopus+pdf,
Hallym University,Hallym University,,South Korea,03sbhge02,1,openalex,
Hallym University Chuncheon Sacred Heart Hospital,Hallym University Chuncheon Sacred Heart Hospital,Hallym University Medical Center,South Korea,05hwzrf74,1,openalex,
Hamamatsu University,Hamamatsu University,,Japan,057vy9683,1,openalex,
Hamamatsu University School of Medicine,Hamamatsu University School of Medicine,,Japan,00ndx3g44,1,openalex,
"Hamburg University of Technology (TUHH), Hamburg, Germany",Hamburg University of Technology,,Germany,04bs1pb34,1,scopus+pdf,
Hammersmith Hospital,Hammersmith Hospital,Imperial College London,United Kingdom,05jg8yp15,1,openalex,
Hampshire College,Hampshire College,,United States,03pe1mm80,1,scopus+pdf,
Handong Global University,Handong Global University,,South Korea,00txhkt32,1,scopus+pdf,
